Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI
Stage_8097_Name,aVrq,g关卡_Stage_A.csv,497,Stage,Name,,维度残像Ⅲ,Cosmic Residue III,,,,,,Kosmische Überreste III,,,,
Stage_8097_Desc,aVrp,g关卡_Stage_A.csv,497,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,"They are like elusive sorcerers, drifting in the cracks of time and space.\nNo hatred, no fear, no mercy.",,,,,,"Sie sind wie flüchtige Zauberer, die in den Rissen von Zeit und Raum umhertreiben. \nKein Hass, keine Angst, keine Gnade.",,,,
Stage_8108_Name,aVrX,g关卡_Stage_A.csv,498,Stage,Name,,维度残像Ⅳ,Cosmic Residue IV,,,,,,Kosmische Überreste IV,,,,
Stage_8108_Desc,aVrW,g关卡_Stage_A.csv,498,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,"They are like elusive sorcerers, drifting in the cracks of time and space.\nNo hatred, no fear, no mercy.",,,,,,"Sie sind wie flüchtige Zauberer, die in den Rissen von Zeit und Raum umhertreiben. \nKein Hass, keine Angst, keine Gnade.",,,,
Stage_8073_Name,aVpW,g关卡_Stage_A.csv,499,Stage,Name,,维度残像Ⅴ,Cosmic Residue V,,,,,,Kosmische Überreste V,,,,
Stage_8073_Desc,aVpV,g关卡_Stage_A.csv,499,Stage,Desc,,它们像捉摸不定的魔法师，游走在时空的夹缝里。\n没有仇恨，没有恐惧，也没有怜悯。,"They are like elusive sorcerers, drifting in the cracks of time and space.\nNo hatred, no fear, no mercy.",,,,,,"Sie sind wie flüchtige Zauberer, die in den Rissen von Zeit und Raum umhertreiben. \nKein Hass, keine Angst, keine Gnade.",,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_17035_LockTip,aCqo,g功能解锁_FeatureUnlock_A.csv,58,FeatureUnlock,LockTip,,调查等级 25 级 解锁,Investigation Level 25 Unlocked,,,,,,Forschungslevel 25 freigeschaltet,,,,
FeatureUnlock_16998_LockTip,aCoh,g功能解锁_FeatureUnlock_A.csv,59,FeatureUnlock,LockTip,,调查等级 25 级 解锁,Investigation Level 25 Unlocked,,,,,,Forschungslevel 25 freigeschaltet,,,,
FeatureUnlock_16988_LockTip,aCnD,g功能解锁_FeatureUnlock_A.csv,60,FeatureUnlock,LockTip,,调查等级 25 级 解锁,Investigation Level 25 Unlocked,,,,,,Forschungslevel 25 freigeschaltet,,,,
FeatureUnlock_17004_LockTip,aCoz,g功能解锁_FeatureUnlock_A.csv,61,FeatureUnlock,LockTip,,调查等级 25 级 解锁,Investigation Level 25 Unlocked,,,,,,Forschungslevel 25 freigeschaltet,,,,
FeatureUnlock_17027_LockTip,aCpQ,g功能解锁_FeatureUnlock_A.csv,205,FeatureUnlock,LockTip,,调查等级 25 级 解锁,Investigation Level 25 Unlocked,,,,,,Forschungslevel 25 freigeschaltet,,,,
FeatureUnlock_16985_LockTip,aCnu,g功能解锁_FeatureUnlock_A.csv,62,FeatureUnlock,LockTip,,调查等级 35 级 解锁,Investigation Level 35 Unlocked,,,,,,Forschungslevel 35 freigeschaltet,,,,
FeatureUnlock_16965_LockTip,aCmm,g功能解锁_FeatureUnlock_A.csv,122,FeatureUnlock,LockTip,,调查等级 35 级 解锁,Investigation Level 35 Unlocked,,,,,,Forschungslevel 35 freigeschaltet,,,,
FeatureUnlock_17026_LockTip,aCpN,g功能解锁_FeatureUnlock_A.csv,206,FeatureUnlock,LockTip,,调查等级 35 级 解锁,Investigation Level 35 Unlocked,,,,,,Forschungslevel 35 freigeschaltet,,,,
FeatureUnlock_17030_LockTip,aCpZ,g功能解锁_FeatureUnlock_A.csv,207,FeatureUnlock,LockTip,,调查等级 35 级 解锁,Investigation Level 35 Unlocked,,,,,,Forschungslevel 35 freigeschaltet,,,,
FeatureUnlock_16980_LockTip,aCnf,g功能解锁_FeatureUnlock_A.csv,199,FeatureUnlock,LockTip,,调查等级 45 级 解锁,Unlock Investigation Level 45,,,,,,Forschungslevel 45 freigeschaltet,,,,
FeatureUnlock_17029_LockTip,aCpW,g功能解锁_FeatureUnlock_A.csv,208,FeatureUnlock,LockTip,,调查等级 45 级 解锁,Unlock Investigation Level 45,,,,,,Forschungslevel 45 freigeschaltet,,,,
FeatureUnlock_17028_LockTip,aCpT,g功能解锁_FeatureUnlock_A.csv,209,FeatureUnlock,LockTip,,调查等级 45 级 解锁,Unlock Investigation Level 45,,,,,,Forschungslevel 45 freigeschaltet,,,,
FeatureUnlock_17043_LockTip,aCqM,g功能解锁_FeatureUnlock_A.csv,200,FeatureUnlock,LockTip,,调查等级 55 级 解锁,Investigation Level 55 Unlocked,,,,,,Forschungslevel 55 freigeschaltet,,,,
,,,,,,,,,,,,,,,,,,
StageGroup_15904_StageGroupRewardDescription,aRan,g关卡组_StageGroup_A.csv,48,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:Skill Materials>,,,,,,<Black:Fähigkeit-Aufstiegsmaterialien>,,,,
StageGroup_15891_StageGroupRewardDescription,aQZn,g关卡组_StageGroup_A.csv,49,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:Skill Materials>,,,,,,<Black:Fähigkeit-Aufstiegsmaterialien>,,,,
StageGroup_15893_StageGroupRewardDescription,aQZv,g关卡组_StageGroup_A.csv,50,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:Skill Materials>,,,,,,<Black:Fähigkeit-Aufstiegsmaterialien>,,,,
StageGroup_15903_StageGroupRewardDescription,aRaj,g关卡组_StageGroup_A.csv,51,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:Skill Materials>,,,,,,<Black:Fähigkeit-Aufstiegsmaterialien>,,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_17035_FeatureName,aCqn,g功能解锁_FeatureUnlock_A.csv,58,FeatureUnlock,FeatureName,,混沌集群,Chaos Cluster,,,,,,Chaos-Cluster,,,,
ItemGets_17856_Desc,aCCv,h获取途径_ItemGets_C.csv,39,ItemGets,Desc,,混沌集群,Chaos Cluster,,,,,,Chaos-Cluster,,,,
StageGroup_15904_Name,aRam,g关卡组_StageGroup_A.csv,48,StageGroup,Name,,混沌集群,Chaos Cluster,,,,,,Chaos-Cluster,,,,
StageGroup_15904_TypeText,aRao,g关卡组_StageGroup_A.csv,48,StageGroup,TypeText,,混沌集群,Chaos Cluster,,,,,,Chaos-Cluster,,,,
TipsType_20179_Desc,bnbs,t提示信息_TipsType_C.csv,1047,TipsType,Desc,,现在可以前往「混沌集群」了！,"""Chaos Cluster"" is unlocked!",,,,,,"""Chaos-Cluster"" ist freigeschaltet!",,,,
StageGroup_15904_Desc,aRal,g关卡组_StageGroup_A.csv,48,StageGroup,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,"A pile of crude, undigested matter. People call it excrement or Chaos.\nThe world was birthed from excrement.",,,,,,"Ein Haufen roher, unverdauter Materie. Die Menschen nennen es Exkremente oder Chaos. Die Welt wurde aus Exkrementen geboren.",,,,
Stage_7888_Name,aVfn,g关卡_Stage_A.csv,500,Stage,Name,,混沌集群Ⅰ,Chaos Cluster I,,,,,,Chaos-Cluster I,,,,
Stage_7888_Desc,aVfm,g关卡_Stage_A.csv,500,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,"A pile of crude, undigested matter. People call it excrement or Chaos.\nThe world was birthed from excrement.",,,,,,"Ein Haufen roher, unverdauter Materie. Die Menschen nennen es Exkremente oder Chaos. Die Welt wurde aus Exkrementen geboren.",,,,
Stage_8138_Name,aVtG,g关卡_Stage_A.csv,501,Stage,Name,,混沌集群Ⅱ,Chaos Cluster II,,,,,,Chaos-Cluster II,,,,
Stage_8138_Desc,aVtF,g关卡_Stage_A.csv,501,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,"A pile of crude, undigested matter. People call it excrement or Chaos.\nThe world was birthed from excrement.",,,,,,"Ein Haufen roher, unverdauter Materie. Die Menschen nennen es Exkremente oder Chaos. Die Welt wurde aus Exkrementen geboren.",,,,
Stage_7979_Name,aVkG,g关卡_Stage_A.csv,502,Stage,Name,,混沌集群Ⅲ,Chaos Cluster III,,,,,,Chaos-Cluster III,,,,
Stage_7979_Desc,aVkF,g关卡_Stage_A.csv,502,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,"A pile of crude, undigested matter. People call it excrement or Chaos.\nThe world was birthed from excrement.",,,,,,"Ein Haufen roher, unverdauter Materie. Die Menschen nennen es Exkremente oder Chaos. Die Welt wurde aus Exkrementen geboren.",,,,
Stage_7795_Name,aUYc,g关卡_Stage_A.csv,503,Stage,Name,,混沌集群Ⅳ,Chaos Cluster IV,,,,,,Chaos-Cluster IV,,,,
Stage_7795_Desc,aUYb,g关卡_Stage_A.csv,503,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,"A pile of crude, undigested matter. People call it excrement or Chaos.\nThe world was birthed from excrement.",,,,,,"Ein Haufen roher, unverdauter Materie. Die Menschen nennen es Exkremente oder Chaos. Die Welt wurde aus Exkrementen geboren.",,,,
Stage_7651_Name,aUBq,g关卡_Stage_A.csv,504,Stage,Name,,混沌集群Ⅴ,Chaos Cluster V,,,,,,Chaos-Cluster V,,,,
Stage_7651_Desc,aUBp,g关卡_Stage_A.csv,504,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,"A pile of crude, undigested matter. People call it excrement or Chaos.\nThe world was birthed from excrement.",,,,,,"Ein Haufen roher, unverdauter Materie. Die Menschen nennen es Exkremente oder Chaos. Die Welt wurde aus Exkrementen geboren.",,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_16998_FeatureName,aCog,g功能解锁_FeatureUnlock_A.csv,59,FeatureUnlock,FeatureName,,波纳佩之墟,Ruins of Pohnpei,,,,,,Ruinen von Pohnpei,,,,
ItemGets_17998_Desc,aCFd,h获取途径_ItemGets_C.csv,40,ItemGets,Desc,,波纳佩之墟,Ruins of Pohnpei,,,,,,Ruinen von Pohnpei,,,,
StageGroup_15891_Name,aQZm,g关卡组_StageGroup_A.csv,49,StageGroup,Name,,波纳佩之墟,Ruins of Pohnpei,,,,,,Ruinen von Pohnpei,,,,
StageGroup_15891_TypeText,aQZo,g关卡组_StageGroup_A.csv,49,StageGroup,TypeText,,波纳佩之墟,Ruins of Pohnpei,,,,,,Ruinen von Pohnpei,,,,
StageGroup_15891_Desc,aQZl,g关卡组_StageGroup_A.csv,49,StageGroup,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,Here lie the ruins of an ancient city.\nIt slumbers just like its master.,,,,,,Hier liegen die Ruinen einer antiken Stadt.\nSie schlummern genau wie ihr Herr.,,,,
Stage_8009_Name,aVms,g关卡_Stage_A.csv,505,Stage,Name,,波纳佩之墟Ⅰ,Ruins of Pohnpei I,,,,,,Ruinen von Pohnpei I,,,,
Stage_8009_Desc,aVmr,g关卡_Stage_A.csv,505,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,Here lie the ruins of an ancient city.\nIt slumbers just like its master.,,,,,,Hier liegen die Ruinen einer antiken Stadt.\nSie schlummern genau wie ihr Herr.,,,,
Stage_7932_Name,aVhP,g关卡_Stage_A.csv,506,Stage,Name,,波纳佩之墟Ⅱ,Ruins of Pohnpei II,,,,,,Ruinen von Pohnpei II,,,,
Stage_7932_Desc,aVhO,g关卡_Stage_A.csv,506,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,Here lie the ruins of an ancient city.\nIt slumbers just like its master.,,,,,,Hier liegen die Ruinen einer antiken Stadt.\nSie schlummern genau wie ihr Herr.,,,,
Stage_8141_Name,aVtP,g关卡_Stage_A.csv,507,Stage,Name,,波纳佩之墟Ⅲ,Ruins of Pohnpei III,,,,,,Ruinen von Pohnpei III,,,,
Stage_8141_Desc,aVtO,g关卡_Stage_A.csv,507,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,Here lie the ruins of an ancient city.\nIt slumbers just like its master.,,,,,,Hier liegen die Ruinen einer antiken Stadt.\nSie schlummern genau wie ihr Herr.,,,,
Stage_7918_Name,aVgZ,g关卡_Stage_A.csv,508,Stage,Name,,波纳佩之墟Ⅳ,Ruins of Pohnpei IV,,,,,,Ruinen von Pohnpei IV,,,,
Stage_7918_Desc,aVgY,g关卡_Stage_A.csv,508,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,Here lie the ruins of an ancient city.\nIt slumbers just like its master.,,,,,,Hier liegen die Ruinen einer antiken Stadt.\nSie schlummern genau wie ihr Herr.,,,,
Stage_7948_Name,aViL,g关卡_Stage_A.csv,509,Stage,Name,,波纳佩之墟Ⅴ,Ruins of Pohnpei V,,,,,,Ruinen von Pohnpei V,,,,
Stage_7948_Desc,aViK,g关卡_Stage_A.csv,509,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,Here lie the ruins of an ancient city.\nIt slumbers just like its master.,,,,,,Hier liegen die Ruinen einer antiken Stadt.\nSie schlummern genau wie ihr Herr.,,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_16988_FeatureName,aCnC,g功能解锁_FeatureUnlock_A.csv,60,FeatureUnlock,FeatureName,,蠕虫之所,Worm's Den,,,,,,Wurmhöhle,,,,
ItemGets_17896_Desc,aCDi,h获取途径_ItemGets_C.csv,41,ItemGets,Desc,,蠕虫之所,Worm's Den,,,,,,Wurmhöhle,,,,
StageGroup_15893_Name,aQZu,g关卡组_StageGroup_A.csv,50,StageGroup,Name,,蠕虫之所,Worm's Den,,,,,,Wurmhöhle,,,,
StageGroup_15893_TypeText,aQZw,g关卡组_StageGroup_A.csv,50,StageGroup,TypeText,,蠕虫之所,Worm's Den,,,,,,Wurmhöhle,,,,
StageGroup_15893_Desc,aQZt,g关卡组_StageGroup_A.csv,50,StageGroup,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,"His realm is the shell of the universe, and His desires are boundless.",,,,,,"Sein Reich ist die Hülle des Universums, und Seine Begierden sind grenzenlos.",,,,
Stage_8049_Name,aVoI,g关卡_Stage_A.csv,510,Stage,Name,,蠕虫之所Ⅰ,Worm's Den I,,,,,,Wurmhöhle I,,,,
Stage_8049_Desc,aVoH,g关卡_Stage_A.csv,510,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,"His realm is the shell of the universe, and His desires are boundless.",,,,,,"Sein Reich ist die Hülle des Universums, und Seine Begierden sind grenzenlos.",,,,
Stage_7931_Name,aVhM,g关卡_Stage_A.csv,511,Stage,Name,,蠕虫之所Ⅱ,Worm's Den II,,,,,,Wurmhöhle II,,,,
Stage_7931_Desc,aVhL,g关卡_Stage_A.csv,511,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,"His realm is the shell of the universe, and His desires are boundless.",,,,,,"Sein Reich ist die Hülle des Universums, und Seine Begierden sind grenzenlos.",,,,
Stage_7724_Name,aUTX,g关卡_Stage_A.csv,512,Stage,Name,,蠕虫之所Ⅲ,Worm's Den III,,,,,,Wurmhöhle III,,,,
Stage_7724_Desc,aUTW,g关卡_Stage_A.csv,512,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,"His realm is the shell of the universe, and His desires are boundless.",,,,,,"Sein Reich ist die Hülle des Universums, und Seine Begierden sind grenzenlos.",,,,
Stage_8179_Name,aVvZ,g关卡_Stage_A.csv,513,Stage,Name,,蠕虫之所Ⅳ,Worm's Den IV,,,,,,Wurmhöhle IV,,,,
Stage_8179_Desc,aVvY,g关卡_Stage_A.csv,513,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,"His realm is the shell of the universe, and His desires are boundless.",,,,,,"Sein Reich ist die Hülle des Universums, und Seine Begierden sind grenzenlos.",,,,
Stage_7836_Name,aVch,g关卡_Stage_A.csv,514,Stage,Name,,蠕虫之所Ⅴ,Worm's Den V,,,,,,Wurmhöhle V,,,,
Stage_7836_Desc,aVcg,g关卡_Stage_A.csv,514,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,"His realm is the shell of the universe, and His desires are boundless.",,,,,,"Sein Reich ist die Hülle des Universums, und Seine Begierden sind grenzenlos.",,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_17004_FeatureName,aCoy,g功能解锁_FeatureUnlock_A.csv,61,FeatureUnlock,FeatureName,,史瓦西喉,Schwarzschild Throat,,,,,,Schwarzschild-Kehle,,,,
ItemGets_17897_Desc,aCDj,h获取途径_ItemGets_C.csv,42,ItemGets,Desc,,史瓦西喉,Schwarzschild Throat,,,,,,Schwarzschild-Kehle,,,,
StageGroup_15903_Name,aRai,g关卡组_StageGroup_A.csv,51,StageGroup,Name,,史瓦西喉,Schwarzschild Throat,,,,,,Schwarzschild-Kehle,,,,
StageGroup_15903_TypeText,aRak,g关卡组_StageGroup_A.csv,51,StageGroup,TypeText,,史瓦西喉,Schwarzschild Throat,,,,,,Schwarzschild-Kehle,,,,
StageGroup_15903_Desc,aRah,g关卡组_StageGroup_A.csv,51,StageGroup,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,The curved horizon hidden deep in the universe.\nIt can lead you from one darkness to another.,,,,,,"Der gekrümmte Horizont, tief im Universum verborgen. \nEr kann dich von einer Dunkelheit in die nächste führen.",,,,
Stage_7946_Name,aViF,g关卡_Stage_A.csv,515,Stage,Name,,史瓦西喉Ⅰ,Schwarzschild Throat I,,,,,,Schwarzschild-Kehle I,,,,
Stage_7946_Desc,aViE,g关卡_Stage_A.csv,515,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,The curved horizon hidden deep in the universe.\nIt can lead you from one darkness to another.,,,,,,"Der gekrümmte Horizont, tief im Universum verborgen. \nEr kann dich von einer Dunkelheit in die nächste führen.",,,,
Stage_8011_Name,aVmy,g关卡_Stage_A.csv,516,Stage,Name,,史瓦西喉Ⅱ,Schwarzschild Throat II,,,,,,Schwarzschild-Kehle II,,,,
Stage_8011_Desc,aVmx,g关卡_Stage_A.csv,516,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,The curved horizon hidden deep in the universe.\nIt can lead you from one darkness to another.,,,,,,"Der gekrümmte Horizont, tief im Universum verborgen. \nEr kann dich von einer Dunkelheit in die nächste führen.",,,,
Stage_7665_Name,aUCg,g关卡_Stage_A.csv,517,Stage,Name,,史瓦西喉Ⅲ,Schwarzschild Throat III,,,,,,Schwarzschild-Kehle III,,,,
Stage_7665_Desc,aUCf,g关卡_Stage_A.csv,517,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,The curved horizon hidden deep in the universe.\nIt can lead you from one darkness to another.,,,,,,"Der gekrümmte Horizont, tief im Universum verborgen. \nEr kann dich von einer Dunkelheit in die nächste führen.",,,,
Stage_8162_Name,aVva,g关卡_Stage_A.csv,518,Stage,Name,,史瓦西喉Ⅳ,Schwarzschild Throat IV,,,,,,Schwarzschild-Kehle IV,,,,
Stage_8162_Desc,aVuZ,g关卡_Stage_A.csv,518,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,The curved horizon hidden deep in the universe.\nIt can lead you from one darkness to another.,,,,,,"Der gekrümmte Horizont, tief im Universum verborgen. \nEr kann dich von einer Dunkelheit in die nächste führen.",,,,
Stage_8012_Name,aVmB,g关卡_Stage_A.csv,519,Stage,Name,,史瓦西喉Ⅴ,Schwarzschild Throat V,,,,,,Schwarzschild-Kehle V,,,,
Stage_8012_Desc,aVmA,g关卡_Stage_A.csv,519,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,The curved horizon hidden deep in the universe.\nIt can lead you from one darkness to another.,,,,,,"Der gekrümmte Horizont, tief im Universum verborgen. \nEr kann dich von einer Dunkelheit in die nächste führen.",,,,
,,,,,,,,,,,,,,,,,,
FeatureUnlock_16970_FeatureName,aCmA,g功能解锁_FeatureUnlock_A.csv,73,FeatureUnlock,FeatureName,,无光之境,Lightless Realm,,,,,,Lichtloses Reich,,,,
FeatureUnlock_16970_UnlockDesc,aCmC,g功能解锁_FeatureUnlock_A.csv,73,FeatureUnlock,UnlockDesc,,<FeatureUnlockTitle:无光之境已开启>\n\n<FeatureUnlockDesc:在漆黑的视界里寻找真相。\n守密人可派出不同界域的队伍挑战，获取丰厚奖励。>,<FeatureUnlockTitle:Lightless Realm Unlocked>\n\n<FeatureUnlockDesc:Seek Truth in darkness.\nDispatch teams from different Realms for generous rewards.>,,,,,,<FeatureUnlockTitle:Lichtloses Reich freigeschaltet>\n\n<FeatureUnlockDesc:Suche die Wahrheit in der Dunkelheit.\nEntsende Teams aus verschiedenen Reichen und erhalte großzügige Belohnungen.>,,,,
Item_20481_Name,aCRR,d道具_Item_A.csv,21,Item,Name,,黑色贡物,Black Offering,,,,,,Schwarze Opfergabe,,,,
